"ligand","receptor","LR pair"
"Defb4","Ccr6","Defb4 - Ccr6"
"Defb4","Tlr4","Defb4 - Tlr4"
"Defb7","Ccr6","Defb7 - Ccr6"
"Dhh","Boc","Dhh - Boc"
"Dhh","Cdon","Dhh - Cdon"
"Dhh","Hhip","Dhh - Hhip"
"Dhh","Ptch1","Dhh - Ptch1"
"Dhh","Ptch2","Dhh - Ptch2"
"Dkk1","Kremen1","Dkk1 - Kremen1"
"Dkk1","Kremen2","Dkk1 - Kremen2"
"Dkk1","Lrp5","Dkk1 - Lrp5"
"Dkk1","Lrp6","Dkk1 - Lrp6"
"Dkk2","Kremen2","Dkk2 - Kremen2"
"Dkk2","Lrp6","Dkk2 - Lrp6"
"Dlk1","Notch1","Dlk1 - Notch1"
"Dlk1","Notch2","Dlk1 - Notch2"
"Dlk1","Notch3","Dlk1 - Notch3"
"Dlk1","Notch4","Dlk1 - Notch4"
"Dlk2","Notch1","Dlk2 - Notch1"
"Dll1","Notch1","Dll1 - Notch1"
"Dll1","Notch2","Dll1 - Notch2"
"Dll1","Notch3","Dll1 - Notch3"
"Dll1","Notch4","Dll1 - Notch4"
"Dll3","Notch1","Dll3 - Notch1"
"Dll3","Notch2","Dll3 - Notch2"
"Dll3","Notch3","Dll3 - Notch3"
"Dll3","Notch4","Dll3 - Notch4"
"Dll4","Notch1","Dll4 - Notch1"
"Dll4","Notch2","Dll4 - Notch2"
"Dll4","Notch3","Dll4 - Notch3"
"Dll4","Notch4","Dll4 - Notch4"
"Dscam","Dcc","Dscam - Dcc"
"Dusp18","Cd151","Dusp18 - Cd151"
"Dusp18","Itga1","Dusp18 - Itga1"
"Dusp18","Itga2","Dusp18 - Itga2"
"Dusp18","Itga3","Dusp18 - Itga3"
"Dusp18","Itga6","Dusp18 - Itga6"
"Dusp18","Itga7","Dusp18 - Itga7"
"Dusp18","Itgb1","Dusp18 - Itgb1"
"Dusp18","Itgb4","Dusp18 - Itgb4"
"Dusp18","Rpsa","Dusp18 - Rpsa"
"Ebi3","Il27ra","Ebi3 - Il27ra"
"Ebi3","Il6st","Ebi3 - Il6st"
"Ecm1","Cachd1","Ecm1 - Cachd1"
"Eda","Eda2r","Eda - Eda2r"
"Eda","Edar","Eda - Edar"
"Edil3","Itgav","Edil3 - Itgav"
"Edil3","Itgb5","Edil3 - Itgb5"
"Edn1","Adgrl4","Edn1 - Adgrl4"
"Edn1","Ednra","Edn1 - Ednra"
"Edn1","Ednrb","Edn1 - Ednrb"
"Edn1","Kel","Edn1 - Kel"
"Edn2","Ednra","Edn2 - Ednra"
"Edn2","Ednrb","Edn2 - Ednrb"
"Edn2","Kel","Edn2 - Kel"
"Edn3","Ednra","Edn3 - Ednra"
"Edn3","Ednrb","Edn3 - Ednrb"
"Edn3","Kel","Edn3 - Kel"
"Efemp1","Egfr","Efemp1 - Egfr"
"Efemp2","Aqp1","Efemp2 - Aqp1"
"Efemp2","Catsper1","Efemp2 - Catsper1"
"Efemp2","Lingo1","Efemp2 - Lingo1"
"Efemp2","Plscr4","Efemp2 - Plscr4"
"Efna1","Epha1","Efna1 - Epha1"
"Efna1","Epha2","Efna1 - Epha2"
"Efna1","Epha3","Efna1 - Epha3"
"Efna1","Epha4","Efna1 - Epha4"
"Efna1","Epha5","Efna1 - Epha5"
"Efna1","Epha6","Efna1 - Epha6"
"Efna1","Epha7","Efna1 - Epha7"
"Efna1","Epha8","Efna1 - Epha8"
"Efna1","Ephb1","Efna1 - Ephb1"
"Efna1","Ephb6","Efna1 - Ephb6"
"Efna2","Epha1","Efna2 - Epha1"
"Efna2","Epha2","Efna2 - Epha2"
"Efna2","Epha3","Efna2 - Epha3"
"Efna2","Epha4","Efna2 - Epha4"
"Efna2","Epha5","Efna2 - Epha5"
"Efna2","Epha6","Efna2 - Epha6"
"Efna2","Epha7","Efna2 - Epha7"
"Efna2","Epha8","Efna2 - Epha8"
"Efna3","Epha1","Efna3 - Epha1"
"Efna3","Epha2","Efna3 - Epha2"
"Efna3","Epha3","Efna3 - Epha3"
"Efna3","Epha4","Efna3 - Epha4"
"Efna3","Epha5","Efna3 - Epha5"
"Efna3","Epha6","Efna3 - Epha6"
"Efna3","Epha7","Efna3 - Epha7"
"Efna3","Epha8","Efna3 - Epha8"
"Efna3","Ephb1","Efna3 - Ephb1"
"Efna3","Ephb6","Efna3 - Ephb6"
"Efna4","Epha1","Efna4 - Epha1"
"Efna4","Epha2","Efna4 - Epha2"
"Efna4","Epha3","Efna4 - Epha3"
"Efna4","Epha4","Efna4 - Epha4"
"Efna4","Epha5","Efna4 - Epha5"
"Efna4","Epha6","Efna4 - Epha6"
"Efna4","Epha7","Efna4 - Epha7"
"Efna4","Epha8","Efna4 - Epha8"
"Efna5","Epha1","Efna5 - Epha1"
"Efna5","Epha2","Efna5 - Epha2"
"Efna5","Epha3","Efna5 - Epha3"
"Efna5","Epha4","Efna5 - Epha4"
"Efna5","Epha5","Efna5 - Epha5"
"Efna5","Epha6","Efna5 - Epha6"
"Efna5","Epha7","Efna5 - Epha7"
"Efna5","Epha8","Efna5 - Epha8"
"Efna5","Ephb1","Efna5 - Ephb1"
"Efna5","Ephb2","Efna5 - Ephb2"
"Efna5","Ephb6","Efna5 - Ephb6"
"Efnb1","Epha4","Efnb1 - Epha4"
"Efnb1","Epha6","Efnb1 - Epha6"
"Efnb1","Ephb1","Efnb1 - Ephb1"
"Efnb1","Ephb2","Efnb1 - Ephb2"
"Efnb1","Ephb3","Efnb1 - Ephb3"
"Efnb1","Ephb4","Efnb1 - Ephb4"
"Efnb1","Ephb6","Efnb1 - Ephb6"
"Efnb1","Erbb2","Efnb1 - Erbb2"
"Efnb2","Epha3","Efnb2 - Epha3"
"Efnb2","Epha4","Efnb2 - Epha4"
"Efnb2","Epha6","Efnb2 - Epha6"
"Efnb2","Ephb1","Efnb2 - Ephb1"
"Efnb2","Ephb2","Efnb2 - Ephb2"
"Efnb2","Ephb3","Efnb2 - Ephb3"
"Efnb2","Ephb4","Efnb2 - Ephb4"
"Efnb2","Ephb6","Efnb2 - Ephb6"
"Efnb2","Grm1","Efnb2 - Grm1"
"Efnb2","Grm5","Efnb2 - Grm5"
"Efnb2","Pecam1","Efnb2 - Pecam1"
"Efnb2","Rhbdl2","Efnb2 - Rhbdl2"
"Efnb3","Epha4","Efnb3 - Epha4"
"Efnb3","Ephb1","Efnb3 - Ephb1"
"Efnb3","Ephb2","Efnb3 - Ephb2"
"Efnb3","Ephb3","Efnb3 - Ephb3"
"Efnb3","Ephb4","Efnb3 - Ephb4"
"Efnb3","Ephb6","Efnb3 - Ephb6"
"Efnb3","Rhbdl2","Efnb3 - Rhbdl2"
"Egf","Cav1","Egf - Cav1"
"Egf","Egfr","Egf - Egfr"
"Egf","Erbb2","Egf - Erbb2"
"Egf","Erbb3","Egf - Erbb3"
"Egf","Erbb4","Egf - Erbb4"
"Egf","Fshr","Egf - Fshr"
"Epgn","Egfr","Epgn - Egfr"
"Epo","Epor","Epo - Epor"
"Ereg","Egfr","Ereg - Egfr"
"Ereg","Erbb2","Ereg - Erbb2"
"Ereg","Erbb3","Ereg - Erbb3"
"Ereg","Erbb4","Ereg - Erbb4"
"F10","F3","F10 - F3"
"F10","Itgam","F10 - Itgam"
"F10","Itgb2","F10 - Itgb2"
"F11","Gp1ba","F11 - Gp1ba"
"F12","Cd93","F12 - Cd93"
"F12","Gp1ba","F12 - Gp1ba"
"F13a1","Itga4","F13a1 - Itga4"
"F13a1","Itga9","F13a1 - Itga9"
"F13a1","Itgb1","F13a1 - Itgb1"
"F2","F2r","F2 - F2r"
"F2","F2rl1","F2 - F2rl1"
"F2","F2rl2","F2 - F2rl2"
"F2","F2rl3","F2 - F2rl3"
"F2","Gp1ba","F2 - Gp1ba"
"F2","Gp1bb","F2 - Gp1bb"
"F2","Gp9","F2 - Gp9"
"F2","Itga2b","F2 - Itga2b"
"F2","Thbd","F2 - Thbd"
"F7","F3","F7 - F3"
"F8","Asgr2","F8 - Asgr2"
"F8","Ldlr","F8 - Ldlr"
"F8","Lrp1","F8 - Lrp1"
"F9","Lrp1","F9 - Lrp1"
"Farp2","Plxna1","Farp2 - Plxna1"
"Farp2","Plxna2","Farp2 - Plxna2"
"Farp2","Plxna3","Farp2 - Plxna3"
"Farp2","Plxna4","Farp2 - Plxna4"
"Fasl","Fas","Fasl - Fas"
"Fasl","Tnfrsf1a","Fasl - Tnfrsf1a"
"Fat4","Dchs1","Fat4 - Dchs1"
"Fbln1","Itgb1","Fbln1 - Itgb1"
"Fbln2","Itgb3","Fbln2 - Itgb3"
"Fbn1","Itga5","Fbn1 - Itga5"
"Fbn1","Itgav","Fbn1 - Itgav"
"Fbn1","Itgb1","Fbn1 - Itgb1"
"Fbn1","Itgb3","Fbn1 - Itgb3"
"Fbn1","Itgb6","Fbn1 - Itgb6"
"Fcnb","Lrp1","Fcnb - Lrp1"
"Fga","Cdh5","Fga - Cdh5"
"Fga","Itga2b","Fga - Itga2b"
"Fga","Itga5","Fga - Itga5"
"Fga","Itgad","Fga - Itgad"
"Fga","Itgam","Fga - Itgam"
"Fga","Itgav","Fga - Itgav"
"Fga","Itgax","Fga - Itgax"
"Fga","Itgb1","Fga - Itgb1"
"Fga","Itgb2","Fga - Itgb2"
"Fga","Itgb3","Fga - Itgb3"
"Fga","Plaur","Fga - Plaur"
"Fgb","Itga2b","Fgb - Itga2b"
"Fgb","Itga5","Fgb - Itga5"
"Fgb","Itgam","Fgb - Itgam"
"Fgb","Itgav","Fgb - Itgav"
"Fgb","Itgb1","Fgb - Itgb1"
"Fgb","Itgb2","Fgb - Itgb2"
"Fgf1","Cd44","Fgf1 - Cd44"
"Fgf1","Egfr","Fgf1 - Egfr"
"Fgf1","Fgfr1","Fgf1 - Fgfr1"
"Fgf1","Fgfr2","Fgf1 - Fgfr2"
"Fgf1","Fgfr3","Fgf1 - Fgfr3"
"Fgf1","Fgfr4","Fgf1 - Fgfr4"
"Fgf1","Fgfrl1","Fgf1 - Fgfrl1"
"Fgf1","Nrp1","Fgf1 - Nrp1"
"Fgf10","Fgfr1","Fgf10 - Fgfr1"
"Fgf10","Fgfr2","Fgf10 - Fgfr2"
"Fgf10","Fgfr3","Fgf10 - Fgfr3"
"Fgf10","Fgfr4","Fgf10 - Fgfr4"
"Fgf11","Fgfr1","Fgf11 - Fgfr1"
"Fgf11","Fgfr2","Fgf11 - Fgfr2"
"Fgf11","Fgfr3","Fgf11 - Fgfr3"
"Fgf11","Fgfr4","Fgf11 - Fgfr4"
"Fgf12","Fgfr1","Fgf12 - Fgfr1"
"Fgf12","Fgfr2","Fgf12 - Fgfr2"
"Fgf12","Fgfr3","Fgf12 - Fgfr3"
"Fgf12","Fgfr4","Fgf12 - Fgfr4"
"Fgf13","Egfr","Fgf13 - Egfr"
"Fgf13","Fgfr1","Fgf13 - Fgfr1"
"Fgf13","Fgfr2","Fgf13 - Fgfr2"
"Fgf13","Fgfr3","Fgf13 - Fgfr3"
"Fgf13","Fgfr4","Fgf13 - Fgfr4"
"Fgf13","Scn5a","Fgf13 - Scn5a"
"Fgf13","Scn8a","Fgf13 - Scn8a"
"Fgf14","Fgfr1","Fgf14 - Fgfr1"
"Fgf14","Fgfr2","Fgf14 - Fgfr2"
"Fgf14","Fgfr3","Fgf14 - Fgfr3"
"Fgf14","Fgfr4","Fgf14 - Fgfr4"
"Fgf15","Fgfr1","Fgf15 - Fgfr1"
"Fgf15","Fgfr2","Fgf15 - Fgfr2"
"Fgf15","Fgfr3","Fgf15 - Fgfr3"
"Fgf15","Fgfr4","Fgf15 - Fgfr4"
"Fgf15","Klb","Fgf15 - Klb"
"Fgf16","Fgfr1","Fgf16 - Fgfr1"
"Fgf16","Fgfr2","Fgf16 - Fgfr2"
"Fgf16","Fgfr3","Fgf16 - Fgfr3"
"Fgf16","Fgfr4","Fgf16 - Fgfr4"
"Fgf17","Fgfr1","Fgf17 - Fgfr1"
"Fgf17","Fgfr2","Fgf17 - Fgfr2"
"Fgf17","Fgfr3","Fgf17 - Fgfr3"
"Fgf17","Fgfr4","Fgf17 - Fgfr4"
"Fgf18","Fgfr1","Fgf18 - Fgfr1"
"Fgf18","Fgfr2","Fgf18 - Fgfr2"
"Fgf18","Fgfr3","Fgf18 - Fgfr3"
"Fgf18","Fgfr4","Fgf18 - Fgfr4"
"Fgf2","Cd44","Fgf2 - Cd44"
"Fgf2","Fgfr1","Fgf2 - Fgfr1"
"Fgf2","Fgfr2","Fgf2 - Fgfr2"
"Fgf2","Fgfr3","Fgf2 - Fgfr3"
"Fgf2","Fgfr4","Fgf2 - Fgfr4"
"Fgf2","Fgfrl1","Fgf2 - Fgfrl1"
"Fgf2","Gpc4","Fgf2 - Gpc4"
"Fgf2","Nrp1","Fgf2 - Nrp1"
"Fgf2","Sdc1","Fgf2 - Sdc1"
"Fgf2","Sdc2","Fgf2 - Sdc2"
"Fgf2","Sdc3","Fgf2 - Sdc3"
"Fgf2","Sdc4","Fgf2 - Sdc4"
"Fgf20","Fgfr4","Fgf20 - Fgfr4"
"Fgf21","Fgfr2","Fgf21 - Fgfr2"
"Fgf21","Fgfr4","Fgf21 - Fgfr4"
"Fgf22","Fgfr2","Fgf22 - Fgfr2"
"Fgf23","Fgfr1","Fgf23 - Fgfr1"
"Fgf23","Fgfr2","Fgf23 - Fgfr2"
"Fgf23","Fgfr3","Fgf23 - Fgfr3"
"Fgf23","Fgfr4","Fgf23 - Fgfr4"
"Fgf23","Phex","Fgf23 - Phex"
"Fgf3","Fgfr1","Fgf3 - Fgfr1"
"Fgf3","Fgfr2","Fgf3 - Fgfr2"
"Fgf3","Fgfr3","Fgf3 - Fgfr3"
"Fgf3","Fgfr4","Fgf3 - Fgfr4"
"Fgf4","Fgfr1","Fgf4 - Fgfr1"
"Fgf4","Fgfr2","Fgf4 - Fgfr2"
"Fgf4","Fgfr3","Fgf4 - Fgfr3"
"Fgf4","Fgfr4","Fgf4 - Fgfr4"
"Fgf4","Nrp1","Fgf4 - Nrp1"
"Fgf5","Fgfr1","Fgf5 - Fgfr1"
"Fgf5","Fgfr2","Fgf5 - Fgfr2"
"Fgf5","Fgfr3","Fgf5 - Fgfr3"
"Fgf5","Fgfr4","Fgf5 - Fgfr4"
"Fgf6","Fgfr1","Fgf6 - Fgfr1"
"Fgf6","Fgfr2","Fgf6 - Fgfr2"
"Fgf6","Fgfr3","Fgf6 - Fgfr3"
"Fgf6","Fgfr4","Fgf6 - Fgfr4"
"Fgf6","Sdc4","Fgf6 - Sdc4"
"Fgf7","Fgfr1","Fgf7 - Fgfr1"
"Fgf7","Fgfr2","Fgf7 - Fgfr2"
"Fgf7","Fgfr3","Fgf7 - Fgfr3"
"Fgf7","Fgfr4","Fgf7 - Fgfr4"
"Fgf7","Nrp1","Fgf7 - Nrp1"
"Fgf8","Fgfr1","Fgf8 - Fgfr1"
"Fgf8","Fgfr2","Fgf8 - Fgfr2"
"Fgf8","Fgfr3","Fgf8 - Fgfr3"
"Fgf8","Fgfr4","Fgf8 - Fgfr4"
"Fgf9","Fgfr1","Fgf9 - Fgfr1"
"Fgf9","Fgfr2","Fgf9 - Fgfr2"
"Fgf9","Fgfr3","Fgf9 - Fgfr3"
"Fgf9","Fgfr4","Fgf9 - Fgfr4"
"Fgg","Itga2b","Fgg - Itga2b"
"Fgg","Itga5","Fgg - Itga5"
"Fgg","Itgav","Fgg - Itgav"
"Fgg","Itgb1","Fgg - Itgb1"
"Fgg","Itgb2","Fgg - Itgb2"
"Fgl1","Egfr","Fgl1 - Egfr"
"Flt3l","Flt3","Flt3l - Flt3"
"Fn1","C5ar1","Fn1 - C5ar1"
"Fn1","Cd44","Fn1 - Cd44"
"Fn1","Cd79a","Fn1 - Cd79a"
"Fn1","Col13a1","Fn1 - Col13a1"
"Fn1","Flt4","Fn1 - Flt4"
"Fn1","Il17rc","Fn1 - Il17rc"
"Fn1","Itga2","Fn1 - Itga2"
"Fn1","Itga2b","Fn1 - Itga2b"
"Fn1","Itga3","Fn1 - Itga3"
"Fn1","Itga4","Fn1 - Itga4"
"Fn1","Itga5","Fn1 - Itga5"
"Fn1","Itga6","Fn1 - Itga6"
"Fn1","Itga8","Fn1 - Itga8"
"Fn1","Itga9","Fn1 - Itga9"
"Fn1","Itgav","Fn1 - Itgav"
"Fn1","Itgb1","Fn1 - Itgb1"
"Fn1","Itgb3","Fn1 - Itgb3"
"Fn1","Itgb6","Fn1 - Itgb6"
"Fn1","Itgb7","Fn1 - Itgb7"
"Fn1","Itgb8","Fn1 - Itgb8"
"Fn1","Mag","Fn1 - Mag"
"Fn1","Nt5e","Fn1 - Nt5e"
"Fn1","Plaur","Fn1 - Plaur"
"Fn1","Robo4","Fn1 - Robo4"
"Fn1","Sdc2","Fn1 - Sdc2"
"Fn1","Tmprss6","Fn1 - Tmprss6"
"Fn1","Tnfrsf11b","Fn1 - Tnfrsf11b"
"Fn1","Tshr","Fn1 - Tshr"
"Fshb","Fshr","Fshb - Fshr"
"Fst","Bmpr1b","Fst - Bmpr1b"
"Fst","Bmpr2","Fst - Bmpr2"
"Fst","Hfe2","Fst - Hfe2"
"Gad1","Grm4","Gad1 - Grm4"
"Gal","Galr1","Gal - Galr1"
"Gal","Galr2","Gal - Galr2"
"Gal","Gpr151","Gal - Gpr151"
"Galp","Galr1","Galp - Galr1"
"Galp","Galr2","Galp - Galr2"
"Gas6","Axl","Gas6 - Axl"
"Gas6","Mertk","Gas6 - Mertk"
"Gas6","Tyro3","Gas6 - Tyro3"
"Gast","Cckbr","Gast - Cckbr"
"Gcg","Gcgr","Gcg - Gcgr"
"Gcg","Glp1r","Gcg - Glp1r"
"Gcg","Glp2r","Gcg - Glp2r"
"Gdf10","Acvr1b","Gdf10 - Acvr1b"
"Gdf11","Acvr1b","Gdf11 - Acvr1b"
"Gdf11","Acvr2a","Gdf11 - Acvr2a"
"Gdf11","Acvr2b","Gdf11 - Acvr2b"
"Gdf2","Acvr1","Gdf2 - Acvr1"
"Gdf2","Acvr2a","Gdf2 - Acvr2a"
"Gdf2","Acvr2b","Gdf2 - Acvr2b"
"Gdf2","Acvrl1","Gdf2 - Acvrl1"
"Gdf2","Bmpr2","Gdf2 - Bmpr2"
"Gdf2","Eng","Gdf2 - Eng"
"Gdf5","Acvr1","Gdf5 - Acvr1"
"Gdf5","Acvr2a","Gdf5 - Acvr2a"
"Gdf5","Acvr2b","Gdf5 - Acvr2b"
"Gdf5","Bmpr1a","Gdf5 - Bmpr1a"
"Gdf5","Bmpr1b","Gdf5 - Bmpr1b"
"Gdf5","Bmpr2","Gdf5 - Bmpr2"
"Gdf5","Ror2","Gdf5 - Ror2"
"Gdf6","Bmpr1a","Gdf6 - Bmpr1a"
"Gdf6","Bmpr1b","Gdf6 - Bmpr1b"
"Gdf6","Bmpr2","Gdf6 - Bmpr2"
"Gdf7","Acvr2a","Gdf7 - Acvr2a"
"Gdf7","Bmpr1a","Gdf7 - Bmpr1a"
"Gdf7","Bmpr2","Gdf7 - Bmpr2"
"Gdf9","Acvr2a","Gdf9 - Acvr2a"
"Gdf9","Bmpr1a","Gdf9 - Bmpr1a"
"Gdf9","Bmpr1b","Gdf9 - Bmpr1b"
"Gdf9","Bmpr2","Gdf9 - Bmpr2"
"Gdf9","Fxyd6","Gdf9 - Fxyd6"
"Gdf9","Orai2","Gdf9 - Orai2"
"Gdf9","Tgfbr1","Gdf9 - Tgfbr1"
"Gdnf","Ednrb","Gdnf - Ednrb"
"Gdnf","Gfra1","Gdnf - Gfra1"
"Gdnf","Gfra2","Gdnf - Gfra2"
"Gdnf","Ret","Gdnf - Ret"
"Gdnf","Slc44a5","Gdnf - Slc44a5"
"Gh","Ghr","Gh - Ghr"
"Gh","Prlr","Gh - Prlr"
"Ghrh","Ghrhr","Ghrh - Ghrhr"
"Ghrh","Vipr1","Ghrh - Vipr1"
"Ghrl","Ghrhr","Ghrl - Ghrhr"
"Ghrl","Ghsr","Ghrl - Ghsr"
"Ghrl","Gpr39","Ghrl - Gpr39"
"Gip","Dpp4","Gip - Dpp4"
"Gip","Gipr","Gip - Gipr"
"Gip","Insr","Gip - Insr"
"Gnai2","Adcy1","Gnai2 - Adcy1"
"Gnai2","Adcy7","Gnai2 - Adcy7"
"Gnai2","Adcy8","Gnai2 - Adcy8"
"Gnai2","Adcy9","Gnai2 - Adcy9"
"Gnai2","Adora1","Gnai2 - Adora1"
"Gnai2","Adra2a","Gnai2 - Adra2a"
"Gnai2","Adra2b","Gnai2 - Adra2b"
"Gnai2","Agtr2","Gnai2 - Agtr2"
"Gnai2","C5ar1","Gnai2 - C5ar1"
"Gnai2","Cav1","Gnai2 - Cav1"
"Gnai2","Ccr5","Gnai2 - Ccr5"
"Gnai2","Chrm1","Gnai2 - Chrm1"
"Gnai2","Cnr1","Gnai2 - Cnr1"
"Gnai2","Cxcr1","Gnai2 - Cxcr1"
"Gnai2","Cxcr2","Gnai2 - Cxcr2"
"Gnai2","Cxcr3","Gnai2 - Cxcr3"
"Gnai2","Drd2","Gnai2 - Drd2"
"Gnai2","Ednra","Gnai2 - Ednra"
"Gnai2","Ednrb","Gnai2 - Ednrb"
"Gnai2","Egfr","Gnai2 - Egfr"
"Gnai2","F2r","Gnai2 - F2r"
"Gnai2","Fpr1","Gnai2 - Fpr1"
"Gnai2","Igf1r","Gnai2 - Igf1r"
"Gnai2","Lhcgr","Gnai2 - Lhcgr"
"Gnai2","Lpar3","Gnai2 - Lpar3"
"Gnai2","Mtnr1a","Gnai2 - Mtnr1a"
"Gnai2","Mtnr1b","Gnai2 - Mtnr1b"
"Gnai2","Oprd1","Gnai2 - Oprd1"
"Gnai2","Oprm1","Gnai2 - Oprm1"
"Gnai2","P2ry12","Gnai2 - P2ry12"
"Gnai2","Ptpru","Gnai2 - Ptpru"
"Gnai2","S1pr1","Gnai2 - S1pr1"
"Gnai2","S1pr3","Gnai2 - S1pr3"
"Gnai2","S1pr4","Gnai2 - S1pr4"
"Gnai2","S1pr5","Gnai2 - S1pr5"
"Gnai2","Tbxa2r","Gnai2 - Tbxa2r"
"Gnai2","Tshr","Gnai2 - Tshr"
"Gnai2","Unc5b","Gnai2 - Unc5b"
"Gnas","Adcy1","Gnas - Adcy1"
"Gnas","Adcy7","Gnas - Adcy7"
"Gnas","Adcy8","Gnas - Adcy8"
"Gnas","Adcy9","Gnas - Adcy9"
"Gnas","Adora1","Gnas - Adora1"
"Gnas","Adrb3","Gnas - Adrb3"
"Gnas","Avpr2","Gnas - Avpr2"
"Gnas","Crhr1","Gnas - Crhr1"
"Gnas","Gcgr","Gnas - Gcgr"
"Gnas","Glp1r","Gnas - Glp1r"
"Gnas","Htr6","Gnas - Htr6"
"Gnas","Lhcgr","Gnas - Lhcgr"
"Gnas","Ptgdr","Gnas - Ptgdr"
"Gnas","Ptgir","Gnas - Ptgir"
"Gnas","Tshr","Gnas - Tshr"
"Gnas","Vipr1","Gnas - Vipr1"
"Gnb3","Gabbr2","Gnb3 - Gabbr2"
"Gnb3","Tgfbr1","Gnb3 - Tgfbr1"
"Gnrh1","Gnrhr","Gnrh1 - Gnrhr"
"Gpc3","Cd81","Gpc3 - Cd81"
"Gpc3","Igf1r","Gpc3 - Igf1r"
"Gpha2","Tshr","Gpha2 - Tshr"
"Gpi1","Amfr","Gpi1 - Amfr"
"Grem1","Kdr","Grem1 - Kdr"
"Grp","Brs3","Grp - Brs3"
"Grp","Grpr","Grp - Grpr"
"Grp","Nmbr","Grp - Nmbr"
"Gstp1","Traf2","Gstp1 - Traf2"
"Guca2a","Gucy2c","Guca2a - Gucy2c"
"Guca2b","Gucy2c","Guca2b - Gucy2c"
"Guca2b","Gucy2d","Guca2b - Gucy2d"
"Gzmb","Chrm3","Gzmb - Chrm3"
"Gzmb","Igf2r","Gzmb - Igf2r"
"Gzmb","Pgrmc1","Gzmb - Pgrmc1"
"Has2","Cd44","Has2 - Cd44"
"Has2","Hmmr","Has2 - Hmmr"
"Hbegf","Cd44","Hbegf - Cd44"
"Hbegf","Cd82","Hbegf - Cd82"
"Hbegf","Cd9","Hbegf - Cd9"
"Hbegf","Egfr","Hbegf - Egfr"
"Hbegf","Erbb2","Hbegf - Erbb2"
"Hbegf","Erbb4","Hbegf - Erbb4"
"Hbegf","Prlr","Hbegf - Prlr"
"Hc","Hcar1","Hc - Hcar1"
"Hc","Hcar2","Hc - Hcar2"
"Hcrt","Hcrtr1","Hcrt - Hcrtr1"
"Hcrt","Hcrtr2","Hcrt - Hcrtr2"
"Hcrt","Npffr2","Hcrt - Npffr2"
"Hdc","Hrh1","Hdc - Hrh1"
"Hdc","Hrh2","Hdc - Hrh2"
"Hdc","Hrh3","Hdc - Hrh3"
"Hdc","Hrh4","Hdc - Hrh4"
"Hebp1","Fpr3","Hebp1 - Fpr3"
"Hgf","Cd44","Hgf - Cd44"
"Hgf","Met","Hgf - Met"
"Hgf","Sdc1","Hgf - Sdc1"
"Hgf","Sdc2","Hgf - Sdc2"
"Hgf","St14","Hgf - St14"
"Hhipl2","Cachd1","Hhipl2 - Cachd1"
"Hmgb1","Sdc1","Hmgb1 - Sdc1"
"Hmgb1","Thbd","Hmgb1 - Thbd"
"Hp","Asgr1","Hp - Asgr1"
"Hp","Asgr2","Hp - Asgr2"
"Hp","Itgam","Hp - Itgam"
"Hp","Itgb2","Hp - Itgb2"
"Hras","Agtr1a","Hras - Agtr1a"
"Hras","Cav1","Hras - Cav1"
"Hras","Grin2d","Hras - Grin2d"
"Hras","Insr","Hras - Insr"
"Hras","Sdc2","Hras - Sdc2"
"Hras","Tlr2","Hras - Tlr2"
"Hras","Tlr9","Hras - Tlr9"
"Hsp90aa1","Cftr","Hsp90aa1 - Cftr"
"Hsp90aa1","Egfr","Hsp90aa1 - Egfr"
"Hsp90aa1","Fgfr3","Hsp90aa1 - Fgfr3"
"Hsp90b1","Asgr1","Hsp90b1 - Asgr1"
"Hsp90b1","Erbb2","Hsp90b1 - Erbb2"
"Hsp90b1","Lrp1","Hsp90b1 - Lrp1"
"Hsp90b1","Tlr1","Hsp90b1 - Tlr1"
"Hsp90b1","Tlr2","Hsp90b1 - Tlr2"
"Hsp90b1","Tlr4","Hsp90b1 - Tlr4"
"Hsp90b1","Tlr7","Hsp90b1 - Tlr7"
"Hsp90b1","Tlr9","Hsp90b1 - Tlr9"
"Hspa1a","Grin2d","Hspa1a - Grin2d"
"Hspa1a","Tlr4","Hspa1a - Tlr4"
"Hspg2","Chrm3","Hspg2 - Chrm3"
"Hspg2","Col13a1","Hspg2 - Col13a1"
"Hspg2","Itga2","Hspg2 - Itga2"
"Hspg2","Itgb1","Hspg2 - Itgb1"
"Hspg2","Ptprs","Hspg2 - Ptprs"
"Hspg2","Sdc1","Hspg2 - Sdc1"
"Iapp","Calcr","Iapp - Calcr"
"Iapp","Ramp1","Iapp - Ramp1"
"Iapp","Ramp2","Iapp - Ramp2"
"Iapp","Ramp3","Iapp - Ramp3"
"Ibsp","Itgav","Ibsp - Itgav"
"Icam1","Cav1","Icam1 - Cav1"
"Icam1","Egfr","Icam1 - Egfr"
"Icam1","Il2ra","Icam1 - Il2ra"
"Icam1","Il2rg","Icam1 - Il2rg"
"Icam1","Itgal","Icam1 - Itgal"
"Icam1","Itgam","Icam1 - Itgam"
"Icam1","Itgax","Icam1 - Itgax"
"Icam1","Itgb2","Icam1 - Itgb2"
"Icam2","Itgal","Icam2 - Itgal"
"Icam2","Itgam","Icam2 - Itgam"
"Icam2","Itgb2","Icam2 - Itgb2"
"Icam4","Itga2b","Icam4 - Itga2b"
"Icam4","Itga4","Icam4 - Itga4"
"Icam4","Itgal","Icam4 - Itgal"
"Icam4","Itgam","Icam4 - Itgam"
